OBJECTID,Name,Jurisdiction,Area_km2,Accessible,Bridge to,Jumps,Buffer Distance (km)
4079,NA,BRITISH COLUMBIA,0.002496004,yes,no,3,1.1
4080,NA,BRITISH COLUMBIA,0.030652496,yes,no,3,1.1
4081,NA,BRITISH COLUMBIA,0.076446468,yes,no,3,1.1
4082,NA,BRITISH COLUMBIA,0.007234101,yes,no,3,1.1
4083,NA,BRITISH COLUMBIA,0.163586021,yes,no,3,1.1
4084,NA,BRITISH COLUMBIA,0.003752392,yes,no,3,1.1
4085,NA,BRITISH COLUMBIA,0.021973203,yes,no,1,1.1
4086,NA,BRITISH COLUMBIA,0.100265329,yes,no,3,1.1
4087,NA,BRITISH COLUMBIA,0.084523777,yes,no,3,1.1
4088,NA,BRITISH COLUMBIA,0.009194702,yes,no,3,1.1
4089,NA,BRITISH COLUMBIA,0.002238597,yes,no,3,1.1
4090,NA,BRITISH COLUMBIA,0.019211103,yes,no,3,1.1
4091,NA,BRITISH COLUMBIA,0.123643678,yes,no,3,1.1
4092,NA,BRITISH COLUMBIA,0.003182683,yes,no,4,1.1
4093,NA,BRITISH COLUMBIA,0.010367072,yes,no,3,1.1
4094,NA,BRITISH COLUMBIA,0.012003583,yes,no,3,1.1
4095,NA,BRITISH COLUMBIA,0.00400471,yes,no,4,1.1
4096,NA,BRITISH COLUMBIA,0.009979268,yes,no,3,1.1
4098,NA,BRITISH COLUMBIA,0.073124263,yes,no,3,1.1
4099,NA,BRITISH COLUMBIA,0.018134649,yes,no,3,1.1
4100,NA,BRITISH COLUMBIA,0.003694534,yes,no,3,1.1
4101,NA,BRITISH COLUMBIA,0.016184877,yes,no,3,1.1
4102,NA,BRITISH COLUMBIA,0.05447294,yes,no,3,1.1
4103,NA,BRITISH COLUMBIA,0.002661466,yes,no,4,1.1
4104,NA,BRITISH COLUMBIA,0.01326635,yes,no,3,1.1
4105,NA,BRITISH COLUMBIA,0.010421834,yes,no,3,1.1
4106,NA,BRITISH COLUMBIA,0.071045367,yes,no,4,1.1
4107,NA,BRITISH COLUMBIA,0.00883538,yes,no,4,1.1
4108,NA,BRITISH COLUMBIA,0.002224962,yes,no,4,1.1
4109,NA,BRITISH COLUMBIA,0.002691306,yes,no,4,1.1
4110,NA,BRITISH COLUMBIA,0.002198183,yes,no,4,1.1
4111,NA,BRITISH COLUMBIA,0.085280516,yes,no,4,1.1
4112,NA,BRITISH COLUMBIA,0.007767948,yes,no,4,1.1
4113,NA,BRITISH COLUMBIA,0.003001511,yes,no,4,1.1
4114,NA,BRITISH COLUMBIA,0.005763279,yes,no,4,1.1
4115,NA,BRITISH COLUMBIA,0.008122595,yes,no,3,1.1
4116,NA,BRITISH COLUMBIA,0.007392118,yes,no,4,1.1
4117,NA,BRITISH COLUMBIA,0.044685068,yes,no,3,1.1
4118,NA,BRITISH COLUMBIA,0.011246575,yes,no,4,1.1
4119,NA,BRITISH COLUMBIA,0.022933153,yes,no,4,1.1
4120,NA,BRITISH COLUMBIA,0.44931912,yes,no,3,1.1
4121,NA,BRITISH COLUMBIA,0.025912124,yes,no,3,1.1
4122,NA,BRITISH COLUMBIA,0.017107666,yes,no,3,1.1
4123,NA,BRITISH COLUMBIA,0.01257728,yes,no,3,1.1
4124,NA,BRITISH COLUMBIA,0.01519958,yes,no,3,1.1
4125,NA,BRITISH COLUMBIA,0.068800692,yes,no,3,1.1
4126,NA,BRITISH COLUMBIA,0.039313877,yes,no,3,1.1
4127,NA,BRITISH COLUMBIA,0.010134217,yes,no,3,1.1
4128,NA,BRITISH COLUMBIA,0.01953893,yes,no,3,1.1
4129,NA,BRITISH COLUMBIA,0.045798117,yes,no,3,1.1
4131,NA,BRITISH COLUMBIA,0.027089408,yes,no,3,1.1
4132,NA,BRITISH COLUMBIA,0.005488388,yes,no,3,1.1
4133,NA,BRITISH COLUMBIA,0.002211244,yes,no,4,1.1
4134,NA,BRITISH COLUMBIA,0.002735604,yes,no,4,1.1
4135,NA,BRITISH COLUMBIA,0.00318241,yes,no,4,1.1
4136,NA,BRITISH COLUMBIA,0.236798352,yes,no,4,1.1
4137,NA,BRITISH COLUMBIA,0.002208688,yes,no,4,1.1
4138,NA,BRITISH COLUMBIA,0.014437639,yes,no,3,1.1
4139,NA,BRITISH COLUMBIA,0.039057231,yes,no,1,1.1
4140,NA,BRITISH COLUMBIA,0.021771598,yes,no,3,1.1
4141,NA,BRITISH COLUMBIA,0.020191979,yes,no,3,1.1
4142,NA,BRITISH COLUMBIA,0.089657401,yes,no,3,1.1
4143,NA,BRITISH COLUMBIA,0.034912752,yes,no,3,1.1
4144,NA,BRITISH COLUMBIA,0.004643446,yes,no,3,1.1
4145,NA,BRITISH COLUMBIA,0.006648016,yes,no,3,1.1
4146,NA,BRITISH COLUMBIA,0.011827519,yes,no,3,1.1
4147,NA,BRITISH COLUMBIA,0.004600347,yes,no,4,1.1
4148,NA,BRITISH COLUMBIA,0.00424808,yes,no,4,1.1
4149,NA,BRITISH COLUMBIA,0.004154472,yes,no,4,1.1
4150,NA,BRITISH COLUMBIA,0.002930316,yes,no,4,1.1
4151,NA,BRITISH COLUMBIA,0.01501963,yes,no,3,1.1
4152,NA,BRITISH COLUMBIA,0.003742888,yes,no,4,1.1
4153,NA,BRITISH COLUMBIA,0.083235043,yes,no,3,1.1
4155,NA,BRITISH COLUMBIA,0.016453243,yes,no,3,1.1
4156,NA,BRITISH COLUMBIA,0.005763588,yes,no,4,1.1
4157,NA,BRITISH COLUMBIA,0.016290221,yes,no,4,1.1
4158,NA,BRITISH COLUMBIA,0.006188926,yes,no,4,1.1
4159,NA,BRITISH COLUMBIA,0.153387996,yes,no,3,1.1
4160,NA,BRITISH COLUMBIA,0.366061662,yes,no,3,1.1
4161,NA,BRITISH COLUMBIA,0.006009926,yes,no,3,1.1
4162,NA,BRITISH COLUMBIA,0.009341526,yes,no,3,1.1
4164,NA,BRITISH COLUMBIA,0.034974018,yes,no,3,1.1
4165,NA,BRITISH COLUMBIA,0.009048997,yes,no,3,1.1
4166,NA,BRITISH COLUMBIA,0.011988464,yes,no,3,1.1
4168,NA,BRITISH COLUMBIA,0.011187948,yes,no,3,1.1
4169,NA,BRITISH COLUMBIA,0.008492158,yes,no,3,1.1
4176,NA,BRITISH COLUMBIA,0.009933815,yes,no,2,1.1
4190,NA,BRITISH COLUMBIA,0.698308354,yes,no,1,1.1
4196,NA,BRITISH COLUMBIA,0.023455071,yes,no,2,1.1
4198,NA,BRITISH COLUMBIA,0.227301287,yes,no,1,1.1
4199,NA,BRITISH COLUMBIA,0.103162422,yes,no,1,1.1
4200,NA,BRITISH COLUMBIA,0.101760963,yes,no,1,1.1
4201,NA,BRITISH COLUMBIA,0.068860043,yes,no,1,1.1
4202,NA,BRITISH COLUMBIA,0.012803654,yes,no,3,1.1
4203,NA,BRITISH COLUMBIA,0.039498189,yes,no,3,1.1
4208,NA,BRITISH COLUMBIA,0.065020253,yes,no,3,1.1
4210,NA,BRITISH COLUMBIA,0.003215217,yes,no,2,1.1
4211,NA,BRITISH COLUMBIA,0.008116155,yes,no,2,1.1
4212,NA,BRITISH COLUMBIA,0.183955784,yes,no,2,1.1
4213,NA,BRITISH COLUMBIA,0.050490165,yes,no,2,1.1
4214,NA,BRITISH COLUMBIA,0.044945319,yes,no,2,1.1
4215,NA,BRITISH COLUMBIA,0.035423984,yes,no,2,1.1
4216,NA,BRITISH COLUMBIA,0.001950127,yes,no,2,1.1
4217,NA,BRITISH COLUMBIA,0.008394616,yes,no,2,1.1
4218,NA,BRITISH COLUMBIA,0.079922055,yes,no,2,1.1
4219,NA,BRITISH COLUMBIA,0.002822707,yes,no,2,1.1
4220,NA,BRITISH COLUMBIA,0.022167996,yes,no,2,1.1
4221,NA,BRITISH COLUMBIA,0.026176396,yes,no,1,1.1
4222,NA,BRITISH COLUMBIA,0.004255832,yes,no,3,1.1
4223,NA,BRITISH COLUMBIA,0.039796404,yes,no,2,1.1
4224,NA,BRITISH COLUMBIA,0.011135462,yes,no,2,1.1
4225,NA,BRITISH COLUMBIA,0.005179441,yes,no,2,1.1
4227,NA,BRITISH COLUMBIA,0.194927843,yes,no,2,1.1
4228,NA,BRITISH COLUMBIA,0.017324149,yes,no,3,1.1
4229,NA,BRITISH COLUMBIA,0.009824452,yes,no,3,1.1
4230,NA,BRITISH COLUMBIA,0.063638864,yes,no,2,1.1
4232,NA,BRITISH COLUMBIA,0.004145338,yes,no,4,1.1
4233,NA,BRITISH COLUMBIA,0.004122882,yes,no,4,1.1
4234,NA,BRITISH COLUMBIA,0.003866575,yes,no,3,1.1
4235,NA,BRITISH COLUMBIA,0.006013381,yes,no,4,1.1
4236,NA,BRITISH COLUMBIA,0.00832337,yes,no,2,1.1
4237,NA,BRITISH COLUMBIA,0.030956462,yes,no,3,1.1
4238,NA,BRITISH COLUMBIA,0.030742538,yes,no,3,1.1
4239,NA,BRITISH COLUMBIA,0.015778479,yes,no,2,1.1
4240,NA,BRITISH COLUMBIA,0.004578667,yes,no,3,1.1
4241,NA,BRITISH COLUMBIA,0.071858716,yes,no,3,1.1
4242,NA,BRITISH COLUMBIA,0.014312338,yes,no,3,1.1
4243,NA,BRITISH COLUMBIA,0.008902051,yes,no,2,1.1
4244,NA,BRITISH COLUMBIA,0.032452634,yes,no,2,1.1
4245,NA,BRITISH COLUMBIA,0.029087828,yes,no,4,1.1
4246,NA,BRITISH COLUMBIA,0.021208981,yes,no,4,1.1
4247,NA,BRITISH COLUMBIA,0.143098063,yes,no,3,1.1
4248,NA,BRITISH COLUMBIA,0.033276212,yes,no,3,1.1
4249,NA,BRITISH COLUMBIA,0.009126682,yes,no,1,1.1
4251,NA,BRITISH COLUMBIA,0.012114973,yes,no,2,1.1
4252,NA,BRITISH COLUMBIA,0.091936246,yes,no,3,1.1
4253,NA,BRITISH COLUMBIA,0.011070122,yes,no,3,1.1
4254,NA,BRITISH COLUMBIA,0.007247477,yes,no,2,1.1
4255,NA,BRITISH COLUMBIA,0.056036674,yes,no,3,1.1
4256,NA,BRITISH COLUMBIA,0.009357014,yes,no,3,1.1
4257,NA,BRITISH COLUMBIA,0.002817384,yes,no,4,1.1
4258,NA,BRITISH COLUMBIA,0.015108729,yes,no,4,1.1
4259,NA,BRITISH COLUMBIA,0.344448933,yes,no,4,1.1
4260,NA,BRITISH COLUMBIA,0.006360248,yes,no,3,1.1
4261,NA,BRITISH COLUMBIA,0.01835731,yes,no,2,1.1
4262,NA,BRITISH COLUMBIA,0.0089417,yes,no,2,1.1
4264,NA,BRITISH COLUMBIA,0.008921039,yes,no,4,1.1
4265,NA,BRITISH COLUMBIA,0.065554197,yes,no,4,1.1
4266,NA,BRITISH COLUMBIA,0.008427566,yes,no,4,1.1
4267,NA,BRITISH COLUMBIA,0.05827073,yes,no,3,1.1
4268,NA,BRITISH COLUMBIA,0.017711795,yes,no,4,1.1
4269,NA,BRITISH COLUMBIA,0.010165078,yes,no,4,1.1
4271,NA,BRITISH COLUMBIA,0.01184712,yes,no,4,1.1
4272,NA,BRITISH COLUMBIA,0.002947218,yes,no,1,1.1
4274,NA,BRITISH COLUMBIA,0.009987955,yes,no,1,1.1
4275,NA,BRITISH COLUMBIA,0.005026853,yes,no,1,1.1
4276,NA,BRITISH COLUMBIA,0.010736855,yes,no,1,1.1
4277,NA,BRITISH COLUMBIA,0.012896771,yes,no,1,1.1
4279,NA,BRITISH COLUMBIA,0.013017096,yes,no,4,1.1
4280,NA,BRITISH COLUMBIA,0.134731793,yes,no,1,1.1
4281,NA,BRITISH COLUMBIA,0.002790598,yes,no,4,1.1
4283,NA,BRITISH COLUMBIA,0.036175428,yes,no,4,1.1
4284,NA,BRITISH COLUMBIA,0.013075578,yes,no,1,1.1
4285,NA,BRITISH COLUMBIA,0.005933885,yes,no,1,1.1
4286,NA,BRITISH COLUMBIA,0.008537663,yes,no,1,1.1
4287,NA,BRITISH COLUMBIA,0.306772306,yes,no,4,1.1
4288,NA,BRITISH COLUMBIA,0.009195843,yes,no,1,1.1
4289,NA,BRITISH COLUMBIA,0.017861659,yes,no,1,1.1
4290,NA,BRITISH COLUMBIA,0.008623329,yes,no,1,1.1
4291,NA,BRITISH COLUMBIA,0.053542107,yes,no,1,1.1
4293,NA,BRITISH COLUMBIA,0.009942117,yes,no,1,1.1
4295,NA,BRITISH COLUMBIA,0.030997319,yes,no,1,1.1
4296,NA,BRITISH COLUMBIA,0.519658566,yes,no,4,1.1
4297,NA,BRITISH COLUMBIA,0.016081096,yes,no,1,1.1
4298,NA,BRITISH COLUMBIA,0.015876782,yes,no,3,1.1
4299,NA,BRITISH COLUMBIA,0.011068623,yes,no,4,1.1
4300,NA,BRITISH COLUMBIA,0.01308819,yes,no,3,1.1
4301,NA,BRITISH COLUMBIA,0.015269365,yes,no,1,1.1
4302,NA,BRITISH COLUMBIA,0.005246303,yes,no,4,1.1
4303,NA,BRITISH COLUMBIA,0.010988146,yes,no,3,1.1
4304,NA,BRITISH COLUMBIA,0.048516419,yes,no,3,1.1
4305,NA,BRITISH COLUMBIA,0.003409625,yes,no,4,1.1
4306,NA,BRITISH COLUMBIA,0.005187417,yes,no,3,1.1
4307,NA,BRITISH COLUMBIA,0.002815068,yes,no,4,1.1
4308,NA,BRITISH COLUMBIA,0.004829462,yes,no,4,1.1
4311,NA,BRITISH COLUMBIA,0.04089643,yes,no,4,1.1
4312,NA,BRITISH COLUMBIA,0.633653516,yes,no,4,1.1
4313,NA,BRITISH COLUMBIA,0.009656624,yes,no,3,1.1
4314,NA,BRITISH COLUMBIA,0.014821711,yes,no,4,1.1
4316,NA,BRITISH COLUMBIA,0.017160711,yes,no,4,1.1
4317,NA,BRITISH COLUMBIA,0.203174513,yes,no,4,1.1
4318,NA,BRITISH COLUMBIA,0.108049996,yes,no,3,1.1
4319,NA,BRITISH COLUMBIA,0.013727054,yes,no,3,1.1
4320,NA,BRITISH COLUMBIA,0.037218888,yes,no,3,1.1
4321,NA,BRITISH COLUMBIA,0.178321245,yes,no,3,1.1
4323,NA,BRITISH COLUMBIA,0.016427694,yes,no,4,1.1
4324,NA,BRITISH COLUMBIA,0.029420999,yes,no,3,1.1
4327,NA,BRITISH COLUMBIA,0.008308216,yes,no,3,1.1
4328,NA,BRITISH COLUMBIA,0.010240126,yes,no,3,1.1
4329,NA,BRITISH COLUMBIA,0.034558556,yes,no,5,1.1
4330,NA,BRITISH COLUMBIA,0.017070168,yes,no,3,1.1
4331,NA,BRITISH COLUMBIA,0.006512226,yes,no,3,1.1
4332,NA,BRITISH COLUMBIA,0.239435183,yes,no,3,1.1
4333,NA,BRITISH COLUMBIA,0.015737542,yes,no,3,1.1
4334,NA,BRITISH COLUMBIA,0.009296013,yes,no,3,1.1
4335,NA,BRITISH COLUMBIA,0.00628449,yes,no,3,1.1
4336,NA,BRITISH COLUMBIA,0.043736042,yes,no,3,1.1
4337,NA,BRITISH COLUMBIA,0.004398156,yes,no,5,1.1
4338,NA,BRITISH COLUMBIA,0.004994358,yes,no,3,1.1
4339,NA,BRITISH COLUMBIA,0.005569862,yes,no,5,1.1
4340,NA,BRITISH COLUMBIA,0.015008132,yes,no,3,1.1
4341,NA,BRITISH COLUMBIA,0.027152158,yes,no,3,1.1
4342,NA,BRITISH COLUMBIA,0.042243879,yes,no,3,1.1
4344,NA,BRITISH COLUMBIA,0.006250758,yes,no,3,1.1
4345,NA,BRITISH COLUMBIA,0.003442439,yes,no,3,1.1
4346,NA,BRITISH COLUMBIA,0.008429791,yes,no,3,1.1
4347,NA,BRITISH COLUMBIA,0.021994831,yes,no,3,1.1
4348,NA,BRITISH COLUMBIA,0.071997548,yes,no,3,1.1
4349,NA,BRITISH COLUMBIA,0.009417189,yes,no,3,1.1
4351,NA,BRITISH COLUMBIA,0.074160594,yes,no,3,1.1
4352,NA,BRITISH COLUMBIA,0.033369484,yes,no,3,1.1
4353,NA,BRITISH COLUMBIA,0.023139246,yes,no,5,1.1
4354,NA,BRITISH COLUMBIA,0.533019501,yes,no,5,1.1
4355,NA,BRITISH COLUMBIA,0.002119535,yes,no,3,1.1
4356,NA,BRITISH COLUMBIA,0.007574002,yes,no,3,1.1
4357,NA,BRITISH COLUMBIA,0.016578698,yes,no,3,1.1
4358,NA,BRITISH COLUMBIA,0.006208281,yes,no,3,1.1
4359,NA,BRITISH COLUMBIA,0.034288116,yes,no,3,1.1
4360,NA,BRITISH COLUMBIA,0.036510845,yes,no,3,1.1
4361,NA,BRITISH COLUMBIA,0.009917417,yes,no,3,1.1
4362,NA,BRITISH COLUMBIA,0.021851545,yes,no,3,1.1
4363,NA,BRITISH COLUMBIA,0.007483851,yes,no,3,1.1
4364,NA,BRITISH COLUMBIA,0.009585258,yes,no,3,1.1
4365,NA,BRITISH COLUMBIA,0.087836027,yes,no,3,1.1
4366,NA,BRITISH COLUMBIA,0.006657834,yes,no,3,1.1
4367,NA,BRITISH COLUMBIA,0.005311245,yes,no,3,1.1
4368,NA,BRITISH COLUMBIA,0.009484647,yes,no,3,1.1
4369,NA,BRITISH COLUMBIA,0.013835373,yes,no,3,1.1
4370,NA,BRITISH COLUMBIA,0.007031502,yes,no,3,1.1
4374,NA,BRITISH COLUMBIA,0.013279197,yes,no,3,1.1
4375,NA,BRITISH COLUMBIA,0.011398571,yes,no,3,1.1
4376,NA,BRITISH COLUMBIA,0.013028692,yes,no,3,1.1
4378,NA,BRITISH COLUMBIA,0.011206772,yes,no,3,1.1
4379,NA,BRITISH COLUMBIA,0.011789796,yes,no,3,1.1
4380,NA,BRITISH COLUMBIA,0.024022168,yes,no,4,1.1
4384,NA,BRITISH COLUMBIA,0.044066434,yes,no,3,1.1
4385,NA,BRITISH COLUMBIA,0.05268627,yes,no,3,1.1
4388,NA,BRITISH COLUMBIA,0.01236809,yes,no,3,1.1
4391,NA,BRITISH COLUMBIA,0.007734594,yes,no,3,1.1
4395,NA,BRITISH COLUMBIA,0.313011723,yes,no,3,1.1
4396,NA,BRITISH COLUMBIA,0.005680508,yes,no,4,1.1
4400,NA,BRITISH COLUMBIA,0.014614375,yes,no,4,1.1
4401,NA,BRITISH COLUMBIA,0.224236859,yes,no,3,1.1
4405,NA,BRITISH COLUMBIA,0.016248025,yes,no,3,1.1
4409,NA,BRITISH COLUMBIA,0.02353552,yes,no,4,1.1
4410,NA,BRITISH COLUMBIA,0.005848471,yes,no,3,1.1
4411,NA,BRITISH COLUMBIA,0.021044535,yes,no,3,1.1
4412,NA,BRITISH COLUMBIA,0.015828382,yes,no,4,1.1
4414,NA,BRITISH COLUMBIA,0.035371609,yes,no,3,1.1
4416,NA,BRITISH COLUMBIA,0.030938341,yes,no,3,1.1
4417,NA,BRITISH COLUMBIA,0.01338309,yes,no,4,1.1
4418,NA,BRITISH COLUMBIA,0.00418304,yes,no,4,1.1
4419,NA,BRITISH COLUMBIA,0.007893272,yes,no,3,1.1
4420,NA,BRITISH COLUMBIA,0.13039596,yes,no,3,1.1
4421,NA,BRITISH COLUMBIA,0.020690008,yes,no,4,1.1
4422,NA,BRITISH COLUMBIA,0.751053762,yes,no,3,1.1
4423,NA,BRITISH COLUMBIA,0.678525676,yes,no,4,1.1
4424,NA,BRITISH COLUMBIA,0.11630743,yes,no,4,1.1
4425,NA,BRITISH COLUMBIA,0.011839971,yes,no,3,1.1
4426,NA,BRITISH COLUMBIA,0.050130302,yes,no,4,1.1
4427,NA,BRITISH COLUMBIA,0.022570968,yes,no,3,1.1
4428,NA,BRITISH COLUMBIA,0.005442955,yes,no,3,1.1
4429,NA,BRITISH COLUMBIA,0.008500247,yes,no,3,1.1
4431,NA,BRITISH COLUMBIA,0.032314532,yes,no,3,1.1
4432,NA,BRITISH COLUMBIA,0.011573099,yes,no,3,1.1
4433,NA,BRITISH COLUMBIA,0.192974578,yes,no,4,1.1
4434,NA,BRITISH COLUMBIA,0.016845233,yes,no,3,1.1
4435,NA,BRITISH COLUMBIA,0.30370489,yes,no,4,1.1
4436,NA,BRITISH COLUMBIA,0.00864385,yes,no,3,1.1
4437,NA,BRITISH COLUMBIA,0.004277694,yes,no,3,1.1
4438,NA,BRITISH COLUMBIA,0.0277603,yes,no,3,1.1
4439,NA,BRITISH COLUMBIA,0.044276008,yes,no,3,1.1
4440,NA,BRITISH COLUMBIA,0.560297458,yes,no,3,1.1
4441,NA,BRITISH COLUMBIA,0.003576025,yes,no,3,1.1
4443,NA,BRITISH COLUMBIA,0.555134795,yes,no,3,1.1
4444,NA,BRITISH COLUMBIA,0.191563073,yes,no,3,1.1
4445,NA,BRITISH COLUMBIA,0.003768147,yes,no,3,1.1
4446,NA,BRITISH COLUMBIA,0.107071837,yes,no,3,1.1
4447,NA,BRITISH COLUMBIA,0.01089032,yes,no,3,1.1
4448,NA,BRITISH COLUMBIA,0.008059995,yes,no,3,1.1
4449,NA,BRITISH COLUMBIA,0.023062631,yes,no,3,1.1
4450,NA,BRITISH COLUMBIA,0.012211459,yes,no,3,1.1
4451,NA,BRITISH COLUMBIA,0.0007016,yes,no,4,1.1
4452,NA,BRITISH COLUMBIA,0.005176962,yes,no,3,1.1
4453,NA,BRITISH COLUMBIA,0.007335935,yes,no,4,1.1
4454,NA,BRITISH COLUMBIA,0.007044025,yes,no,4,1.1
4455,NA,BRITISH COLUMBIA,0.017368286,yes,no,3,1.1
4456,NA,BRITISH COLUMBIA,0.000829955,yes,no,4,1.1
4457,NA,BRITISH COLUMBIA,0.006320519,yes,no,3,1.1
4458,NA,BRITISH COLUMBIA,0.0104262,yes,no,3,1.1
4459,NA,BRITISH COLUMBIA,0.186896958,yes,no,3,1.1
4460,NA,BRITISH COLUMBIA,0.052001091,yes,no,3,1.1
4461,NA,BRITISH COLUMBIA,0.019168981,yes,no,3,1.1
4463,NA,BRITISH COLUMBIA,0.013805579,yes,no,4,1.1
4464,NA,BRITISH COLUMBIA,0.016115889,yes,no,3,1.1
4465,NA,BRITISH COLUMBIA,0.031201182,yes,no,4,1.1
4466,NA,BRITISH COLUMBIA,0.017525563,yes,no,3,1.1
4467,NA,BRITISH COLUMBIA,0.007540369,yes,no,3,1.1
4468,NA,BRITISH COLUMBIA,0.020416172,yes,no,4,1.1
4469,NA,BRITISH COLUMBIA,0.015283979,yes,no,3,1.1
4470,NA,BRITISH COLUMBIA,0.074445731,yes,no,3,1.1
4471,NA,BRITISH COLUMBIA,0.026044482,yes,no,4,1.1
4473,NA,BRITISH COLUMBIA,0.298612565,yes,no,3,1.1
4474,NA,BRITISH COLUMBIA,0.009909703,yes,no,3,1.1
4475,NA,BRITISH COLUMBIA,0.011047141,yes,no,3,1.1
4476,NA,BRITISH COLUMBIA,0.068577039,yes,no,4,1.1
4478,NA,BRITISH COLUMBIA,0.040006255,yes,no,4,1.1
4479,NA,BRITISH COLUMBIA,0.008163529,yes,no,4,1.1
4482,NA,BRITISH COLUMBIA,0.090569845,yes,no,4,1.1
4483,NA,BRITISH COLUMBIA,0.108912578,yes,no,4,1.1
4484,NA,BRITISH COLUMBIA,0.005592874,yes,no,4,1.1
4485,NA,BRITISH COLUMBIA,0.0440564,yes,no,3,1.1
4486,NA,BRITISH COLUMBIA,0.021860312,yes,no,4,1.1
4487,NA,BRITISH COLUMBIA,0.00829185,yes,no,3,1.1
4488,NA,BRITISH COLUMBIA,0.008358655,yes,no,3,1.1
4493,NA,BRITISH COLUMBIA,0.009983227,yes,no,3,1.1
4494,NA,BRITISH COLUMBIA,0.094525575,yes,no,4,1.1
4495,NA,BRITISH COLUMBIA,0.008735942,yes,no,4,1.1
4496,NA,BRITISH COLUMBIA,0.029142075,yes,no,4,1.1
4497,NA,BRITISH COLUMBIA,0.009728525,yes,no,3,1.1
4499,NA,BRITISH COLUMBIA,0.007720482,yes,no,4,1.1
4500,NA,BRITISH COLUMBIA,0.00362846,yes,no,3,1.1
4501,NA,BRITISH COLUMBIA,0.023251027,yes,no,4,1.1
4502,NA,BRITISH COLUMBIA,0.089663134,yes,no,4,1.1
4503,NA,BRITISH COLUMBIA,0.007332756,yes,no,3,1.1
4504,NA,BRITISH COLUMBIA,0.010243959,yes,no,3,1.1
4505,NA,BRITISH COLUMBIA,0.00753987,yes,no,3,1.1
4507,NA,BRITISH COLUMBIA,0.043333262,yes,no,4,1.1
4508,NA,BRITISH COLUMBIA,0.024006072,yes,no,3,1.1
4509,NA,BRITISH COLUMBIA,0.194774664,yes,no,3,1.1
4510,NA,BRITISH COLUMBIA,0.036372597,yes,no,4,1.1
4511,NA,BRITISH COLUMBIA,0.018577221,yes,no,3,1.1
4512,NA,BRITISH COLUMBIA,0.010768402,yes,no,3,1.1
4513,NA,BRITISH COLUMBIA,0.008375346,yes,no,3,1.1
4514,NA,BRITISH COLUMBIA,0.007954452,yes,no,3,1.1
4515,NA,BRITISH COLUMBIA,0.012016287,yes,no,3,1.1
4516,NA,BRITISH COLUMBIA,0.031200709,yes,no,3,1.1
4517,NA,BRITISH COLUMBIA,0.006769588,yes,no,3,1.1
4518,NA,BRITISH COLUMBIA,0.01232976,yes,no,3,1.1
4519,NA,BRITISH COLUMBIA,0.148773667,yes,no,3,1.1
4523,NA,BRITISH COLUMBIA,0.006822974,yes,no,5,1.1
4525,NA,BRITISH COLUMBIA,0.013487325,yes,no,3,1.1
4526,NA,BRITISH COLUMBIA,0.055259572,yes,no,3,1.1
4527,NA,BRITISH COLUMBIA,0.023125012,yes,no,3,1.1
4528,NA,BRITISH COLUMBIA,0.244074282,yes,no,3,1.1
4529,NA,BRITISH COLUMBIA,0.161035495,yes,no,3,1.1
4530,NA,BRITISH COLUMBIA,0.961643225,yes,no,5,1.1
4531,NA,BRITISH COLUMBIA,0.278457055,yes,no,3,1.1
4532,NA,BRITISH COLUMBIA,0.081204998,yes,no,3,1.1
4533,NA,BRITISH COLUMBIA,0.01742694,yes,no,3,1.1
4534,NA,BRITISH COLUMBIA,0.079078803,yes,no,3,1.1
4535,NA,BRITISH COLUMBIA,0.019994862,yes,no,3,1.1
4536,NA,BRITISH COLUMBIA,0.006017708,yes,no,3,1.1
4537,NA,BRITISH COLUMBIA,0.014160744,yes,no,3,1.1
4538,NA,BRITISH COLUMBIA,0.020423017,yes,no,6,1.1
4539,NA,BRITISH COLUMBIA,0.006007936,yes,no,3,1.1
4540,NA,BRITISH COLUMBIA,0.031764215,yes,no,3,1.1
4541,NA,BRITISH COLUMBIA,0.015906899,yes,no,3,1.1
4542,NA,BRITISH COLUMBIA,0.219941531,yes,no,5,1.1
4543,NA,BRITISH COLUMBIA,0.017201808,yes,no,3,1.1
4545,NA,BRITISH COLUMBIA,0.009575264,yes,no,3,1.1
4546,NA,BRITISH COLUMBIA,0.147196136,yes,no,5,1.1
4547,NA,BRITISH COLUMBIA,0.009695655,yes,no,6,1.1
4548,NA,BRITISH COLUMBIA,0.06127039,yes,no,3,1.1
4550,NA,BRITISH COLUMBIA,0.012243296,yes,no,3,1.1
4551,NA,BRITISH COLUMBIA,0.029720128,yes,no,3,1.1
4552,NA,BRITISH COLUMBIA,0.005422994,yes,no,3,1.1
4553,NA,BRITISH COLUMBIA,0.016057629,yes,no,3,1.1
4554,NA,BRITISH COLUMBIA,0.010532537,yes,no,3,1.1
4555,NA,BRITISH COLUMBIA,0.034753883,yes,no,3,1.1
4556,NA,BRITISH COLUMBIA,0.050330477,yes,no,5,1.1
4557,NA,BRITISH COLUMBIA,0.100838607,yes,no,6,1.1
4558,NA,BRITISH COLUMBIA,0.013754077,yes,no,6,1.1
4559,NA,BRITISH COLUMBIA,0.584508031,yes,no,4,1.1
4560,NA,BRITISH COLUMBIA,0.163014356,yes,no,3,1.1
4561,NA,BRITISH COLUMBIA,0.022221813,yes,no,3,1.1
4562,NA,BRITISH COLUMBIA,0.113488197,yes,no,3,1.1
